Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty
twessie-au-bt-0101,Econyl Sleek Satin High-Waist Bikini Top in Obsidian Black,<p>A statement piece in Econyl Sleek Satin. This bikini top combines anti-fashion statement design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, high-end swimwear, Econyl Sleek Satin bikini, luxury Obsidian Black swimwear, minimalist luxury",TRUE,Color,Obsidian Black,Size,XS,TWESSIE_AU_BT_0101-Obsidian Black-XS,168.0,,10
twessie-au-bt-0101,Econyl Sleek Satin High-Waist Bikini Top in Obsidian Black,<p>A statement piece in Econyl Sleek Satin. This bikini top combines anti-fashion statement design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, high-end swimwear, Econyl Sleek Satin bikini, luxury Obsidian Black swimwear, minimalist luxury",TRUE,Color,Obsidian Black,Size,S,TWESSIE_AU_BT_0101-Obsidian Black-S,168.0,,10
twessie-au-bt-0101,Econyl Sleek Satin High-Waist Bikini Top in Obsidian Black,<p>A statement piece in Econyl Sleek Satin. This bikini top combines anti-fashion statement design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, high-end swimwear, Econyl Sleek Satin bikini, luxury Obsidian Black swimwear, minimalist luxury",TRUE,Color,Obsidian Black,Size,M,TWESSIE_AU_BT_0101-Obsidian Black-M,168.0,,10
twessie-au-bt-0101,Econyl Sleek Satin High-Waist Bikini Top in Obsidian Black,<p>A statement piece in Econyl Sleek Satin. This bikini top combines anti-fashion statement design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, high-end swimwear, Econyl Sleek Satin bikini, luxury Obsidian Black swimwear, minimalist luxury",TRUE,Color,Obsidian Black,Size,L,TWESSIE_AU_BT_0101-Obsidian Black-L,168.0,,10
twessie-au-bt-0101,Econyl Sleek Satin High-Waist Bikini Top in Obsidian Black,<p>A statement piece in Econyl Sleek Satin. This bikini top combines anti-fashion statement design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, high-end swimwear, Econyl Sleek Satin bikini, luxury Obsidian Black swimwear, minimalist luxury",TRUE,Color,Obsidian Black,Size,XL,TWESSIE_AU_BT_0101-Obsidian Black-XL,168.0,,10
twessie-au-bt-0101,Econyl Sleek Satin High-Waist Bikini Top in Obsidian Black,<p>A statement piece in Econyl Sleek Satin. This bikini top combines anti-fashion statement design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, high-end swimwear, Econyl Sleek Satin bikini, luxury Obsidian Black swimwear, minimalist luxury",TRUE,Color,Obsidian Black,Size,XXL,TWESSIE_AU_BT_0101-Obsidian Black-XXL,168.0,,10
twessie-au-bt-0101,Econyl Sleek Satin High-Waist Bikini Top in Obsidian Black,<p>A statement piece in Econyl Sleek Satin. This bikini top combines anti-fashion statement design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, high-end swimwear, Econyl Sleek Satin bikini, luxury Obsidian Black swimwear, minimalist luxury",TRUE,Color,Burnt Terracotta,Size,XS,TWESSIE_AU_BT_0101-Burnt Terracotta-XS,168.0,,10
twessie-au-bt-0101,Econyl Sleek Satin High-Waist Bikini Top in Obsidian Black,<p>A statement piece in Econyl Sleek Satin. This bikini top combines anti-fashion statement design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, high-end swimwear, Econyl Sleek Satin bikini, luxury Obsidian Black swimwear, minimalist luxury",TRUE,Color,Burnt Terracotta,Size,S,TWESSIE_AU_BT_0101-Burnt Terracotta-S,168.0,,10
twessie-au-bt-0101,Econyl Sleek Satin High-Waist Bikini Top in Obsidian Black,<p>A statement piece in Econyl Sleek Satin. This bikini top combines anti-fashion statement design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, high-end swimwear, Econyl Sleek Satin bikini, luxury Obsidian Black swimwear, minimalist luxury",TRUE,Color,Burnt Terracotta,Size,M,TWESSIE_AU_BT_0101-Burnt Terracotta-M,168.0,,10
twessie-au-bt-0101,Econyl Sleek Satin High-Waist Bikini Top in Obsidian Black,<p>A statement piece in Econyl Sleek Satin. This bikini top combines anti-fashion statement design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, high-end swimwear, Econyl Sleek Satin bikini, luxury Obsidian Black swimwear, minimalist luxury",TRUE,Color,Burnt Terracotta,Size,L,TWESSIE_AU_BT_0101-Burnt Terracotta-L,168.0,,10
twessie-au-bt-0101,Econyl Sleek Satin High-Waist Bikini Top in Obsidian Black,<p>A statement piece in Econyl Sleek Satin. This bikini top combines anti-fashion statement design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, high-end swimwear, Econyl Sleek Satin bikini, luxury Obsidian Black swimwear, minimalist luxury",TRUE,Color,Burnt Terracotta,Size,XL,TWESSIE_AU_BT_0101-Burnt Terracotta-XL,168.0,,10
twessie-au-bt-0101,Econyl Sleek Satin High-Waist Bikini Top in Obsidian Black,<p>A statement piece in Econyl Sleek Satin. This bikini top combines anti-fashion statement design with impeccable craftsmanship. Available in Obsidian Black with Burnt Terracotta detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Top,"independent fashion, high-end swimwear, Econyl Sleek Satin bikini, luxury Obsidian Black swimwear, minimalist luxury",TRUE,Color,Burnt Terracotta,Size,XXL,TWESSIE_AU_BT_0101-Burnt Terracotta-XXL,168.0,,10
