Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty
twessie-jp-op-0101,Obsidian Black Architectural One-Piece Swimsuit,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This one-piece epitomizes anti-fashion statement luxury. Featuring color-blocking in Obsidian Black and Olive Drab. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,One-Piece,"minimalist luxury, independent fashion, minimalist one-piece, architectural swimsuit, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,XS,TWESSIE_JP_OP_0101-Obsidian Black-XS,168.0,,10
twessie-jp-op-0101,Obsidian Black Architectural One-Piece Swimsuit,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This one-piece epitomizes anti-fashion statement luxury. Featuring color-blocking in Obsidian Black and Olive Drab. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,One-Piece,"minimalist luxury, independent fashion, minimalist one-piece, architectural swimsuit, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,S,TWESSIE_JP_OP_0101-Obsidian Black-S,168.0,,10
twessie-jp-op-0101,Obsidian Black Architectural One-Piece Swimsuit,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This one-piece epitomizes anti-fashion statement luxury. Featuring color-blocking in Obsidian Black and Olive Drab. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,One-Piece,"minimalist luxury, independent fashion, minimalist one-piece, architectural swimsuit, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,M,TWESSIE_JP_OP_0101-Obsidian Black-M,168.0,,10
twessie-jp-op-0101,Obsidian Black Architectural One-Piece Swimsuit,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This one-piece epitomizes anti-fashion statement luxury. Featuring color-blocking in Obsidian Black and Olive Drab. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,One-Piece,"minimalist luxury, independent fashion, minimalist one-piece, architectural swimsuit, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,L,TWESSIE_JP_OP_0101-Obsidian Black-L,168.0,,10
twessie-jp-op-0101,Obsidian Black Architectural One-Piece Swimsuit,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This one-piece epitomizes anti-fashion statement luxury. Featuring color-blocking in Obsidian Black and Olive Drab. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,One-Piece,"minimalist luxury, independent fashion, minimalist one-piece, architectural swimsuit, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,XL,TWESSIE_JP_OP_0101-Obsidian Black-XL,168.0,,10
twessie-jp-op-0101,Obsidian Black Architectural One-Piece Swimsuit,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This one-piece epitomizes anti-fashion statement luxury. Featuring color-blocking in Obsidian Black and Olive Drab. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,One-Piece,"minimalist luxury, independent fashion, minimalist one-piece, architectural swimsuit, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,XXL,TWESSIE_JP_OP_0101-Obsidian Black-XXL,168.0,,10
twessie-jp-op-0101,Obsidian Black Architectural One-Piece Swimsuit,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This one-piece epitomizes anti-fashion statement luxury. Featuring color-blocking in Obsidian Black and Olive Drab. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,One-Piece,"minimalist luxury, independent fashion, minimalist one-piece, architectural swimsuit, Econyl Sleek Satin bikini",TRUE,Color,Olive Drab,Size,XS,TWESSIE_JP_OP_0101-Olive Drab-XS,168.0,,10
twessie-jp-op-0101,Obsidian Black Architectural One-Piece Swimsuit,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This one-piece epitomizes anti-fashion statement luxury. Featuring color-blocking in Obsidian Black and Olive Drab. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,One-Piece,"minimalist luxury, independent fashion, minimalist one-piece, architectural swimsuit, Econyl Sleek Satin bikini",TRUE,Color,Olive Drab,Size,S,TWESSIE_JP_OP_0101-Olive Drab-S,168.0,,10
twessie-jp-op-0101,Obsidian Black Architectural One-Piece Swimsuit,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This one-piece epitomizes anti-fashion statement luxury. Featuring color-blocking in Obsidian Black and Olive Drab. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,One-Piece,"minimalist luxury, independent fashion, minimalist one-piece, architectural swimsuit, Econyl Sleek Satin bikini",TRUE,Color,Olive Drab,Size,M,TWESSIE_JP_OP_0101-Olive Drab-M,168.0,,10
twessie-jp-op-0101,Obsidian Black Architectural One-Piece Swimsuit,<p>Crafted in premium Econyl Sleek Satin with Matte Ribbed Knit accents. This one-piece epitomizes anti-fashion statement luxury. Featuring color-blocking in Obsidian Black and Olive Drab. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,One-Piece,"minimalist luxury, independent fashion, minimalist one-piece, architectural swimsuit, Econyl Sleek Satin bikini",TRUE,Color,Olive Drab,Size,L,TWESSIE_JP_OP_0101-Olive Drab-L,168.0,,10
