Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty
twessie-jp-bb-0101,Raw-Edge Obsidian Black Bikini Bottom,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines rebellious yet refined design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"luxury Obsidian Black swimwear, architectural swimsuit, high-end swimwear, minimalist bikini bottom, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,XS,TWESSIE_JP_BB_0101-Obsidian Black-XS,168.0,,10
twessie-jp-bb-0101,Raw-Edge Obsidian Black Bikini Bottom,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines rebellious yet refined design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"luxury Obsidian Black swimwear, architectural swimsuit, high-end swimwear, minimalist bikini bottom, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,S,TWESSIE_JP_BB_0101-Obsidian Black-S,168.0,,10
twessie-jp-bb-0101,Raw-Edge Obsidian Black Bikini Bottom,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines rebellious yet refined design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"luxury Obsidian Black swimwear, architectural swimsuit, high-end swimwear, minimalist bikini bottom, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,M,TWESSIE_JP_BB_0101-Obsidian Black-M,168.0,,10
twessie-jp-bb-0101,Raw-Edge Obsidian Black Bikini Bottom,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines rebellious yet refined design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"luxury Obsidian Black swimwear, architectural swimsuit, high-end swimwear, minimalist bikini bottom, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,L,TWESSIE_JP_BB_0101-Obsidian Black-L,168.0,,10
twessie-jp-bb-0101,Raw-Edge Obsidian Black Bikini Bottom,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines rebellious yet refined design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"luxury Obsidian Black swimwear, architectural swimsuit, high-end swimwear, minimalist bikini bottom, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,XL,TWESSIE_JP_BB_0101-Obsidian Black-XL,168.0,,10
twessie-jp-bb-0101,Raw-Edge Obsidian Black Bikini Bottom,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines rebellious yet refined design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"luxury Obsidian Black swimwear, architectural swimsuit, high-end swimwear, minimalist bikini bottom, Econyl Sleek Satin bikini",TRUE,Color,Obsidian Black,Size,XXL,TWESSIE_JP_BB_0101-Obsidian Black-XXL,168.0,,10
twessie-jp-bb-0101,Raw-Edge Obsidian Black Bikini Bottom,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines rebellious yet refined design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"luxury Obsidian Black swimwear, architectural swimsuit, high-end swimwear, minimalist bikini bottom, Econyl Sleek Satin bikini",TRUE,Color,Olive Drab,Size,XS,TWESSIE_JP_BB_0101-Olive Drab-XS,168.0,,10
twessie-jp-bb-0101,Raw-Edge Obsidian Black Bikini Bottom,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines rebellious yet refined design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"luxury Obsidian Black swimwear, architectural swimsuit, high-end swimwear, minimalist bikini bottom, Econyl Sleek Satin bikini",TRUE,Color,Olive Drab,Size,S,TWESSIE_JP_BB_0101-Olive Drab-S,168.0,,10
twessie-jp-bb-0101,Raw-Edge Obsidian Black Bikini Bottom,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines rebellious yet refined design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"luxury Obsidian Black swimwear, architectural swimsuit, high-end swimwear, minimalist bikini bottom, Econyl Sleek Satin bikini",TRUE,Color,Olive Drab,Size,M,TWESSIE_JP_BB_0101-Olive Drab-M,168.0,,10
twessie-jp-bb-0101,Raw-Edge Obsidian Black Bikini Bottom,<p>A statement piece in Econyl Sleek Satin. This bikini bottom combines rebellious yet refined design with impeccable craftsmanship. Available in Obsidian Black with Olive Drab detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"luxury Obsidian Black swimwear, architectural swimsuit, high-end swimwear, minimalist bikini bottom, Econyl Sleek Satin bikini",TRUE,Color,Olive Drab,Size,L,TWESSIE_JP_BB_0101-Olive Drab-L,168.0,,10
