Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty
twessie-na-bt-0101,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>Crafted in premium Matte Ribbed Knit with Crinkled Seersucker accents. This bikini top epitomizes anti-fashion statement luxury. Featuring color-blocking in Olive Drab and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"Matte Ribbed Knit bikini, luxury Olive Drab swimwear, architectural swimsuit, minimalist bikini top, independent fashion",TRUE,Color,Olive Drab,Size,XS,TWESSIE_NA_BT_0101-Olive Drab-XS,168.0,,10
twessie-na-bt-0101,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>Crafted in premium Matte Ribbed Knit with Crinkled Seersucker accents. This bikini top epitomizes anti-fashion statement luxury. Featuring color-blocking in Olive Drab and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"Matte Ribbed Knit bikini, luxury Olive Drab swimwear, architectural swimsuit, minimalist bikini top, independent fashion",TRUE,Color,Olive Drab,Size,S,TWESSIE_NA_BT_0101-Olive Drab-S,168.0,,10
twessie-na-bt-0101,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>Crafted in premium Matte Ribbed Knit with Crinkled Seersucker accents. This bikini top epitomizes anti-fashion statement luxury. Featuring color-blocking in Olive Drab and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"Matte Ribbed Knit bikini, luxury Olive Drab swimwear, architectural swimsuit, minimalist bikini top, independent fashion",TRUE,Color,Olive Drab,Size,M,TWESSIE_NA_BT_0101-Olive Drab-M,168.0,,10
twessie-na-bt-0101,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>Crafted in premium Matte Ribbed Knit with Crinkled Seersucker accents. This bikini top epitomizes anti-fashion statement luxury. Featuring color-blocking in Olive Drab and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"Matte Ribbed Knit bikini, luxury Olive Drab swimwear, architectural swimsuit, minimalist bikini top, independent fashion",TRUE,Color,Olive Drab,Size,L,TWESSIE_NA_BT_0101-Olive Drab-L,168.0,,10
twessie-na-bt-0101,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>Crafted in premium Matte Ribbed Knit with Crinkled Seersucker accents. This bikini top epitomizes anti-fashion statement luxury. Featuring color-blocking in Olive Drab and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"Matte Ribbed Knit bikini, luxury Olive Drab swimwear, architectural swimsuit, minimalist bikini top, independent fashion",TRUE,Color,Olive Drab,Size,XL,TWESSIE_NA_BT_0101-Olive Drab-XL,168.0,,10
twessie-na-bt-0101,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>Crafted in premium Matte Ribbed Knit with Crinkled Seersucker accents. This bikini top epitomizes anti-fashion statement luxury. Featuring color-blocking in Olive Drab and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"Matte Ribbed Knit bikini, luxury Olive Drab swimwear, architectural swimsuit, minimalist bikini top, independent fashion",TRUE,Color,Olive Drab,Size,XXL,TWESSIE_NA_BT_0101-Olive Drab-XXL,168.0,,10
twessie-na-bt-0101,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>Crafted in premium Matte Ribbed Knit with Crinkled Seersucker accents. This bikini top epitomizes anti-fashion statement luxury. Featuring color-blocking in Olive Drab and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"Matte Ribbed Knit bikini, luxury Olive Drab swimwear, architectural swimsuit, minimalist bikini top, independent fashion",TRUE,Color,Burnt Terracotta,Size,XS,TWESSIE_NA_BT_0101-Burnt Terracotta-XS,168.0,,10
twessie-na-bt-0101,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>Crafted in premium Matte Ribbed Knit with Crinkled Seersucker accents. This bikini top epitomizes anti-fashion statement luxury. Featuring color-blocking in Olive Drab and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"Matte Ribbed Knit bikini, luxury Olive Drab swimwear, architectural swimsuit, minimalist bikini top, independent fashion",TRUE,Color,Burnt Terracotta,Size,S,TWESSIE_NA_BT_0101-Burnt Terracotta-S,168.0,,10
twessie-na-bt-0101,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>Crafted in premium Matte Ribbed Knit with Crinkled Seersucker accents. This bikini top epitomizes anti-fashion statement luxury. Featuring color-blocking in Olive Drab and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"Matte Ribbed Knit bikini, luxury Olive Drab swimwear, architectural swimsuit, minimalist bikini top, independent fashion",TRUE,Color,Burnt Terracotta,Size,M,TWESSIE_NA_BT_0101-Burnt Terracotta-M,168.0,,10
twessie-na-bt-0101,Olive Drab Sculptural Matte Ribbed Knit Bikini Top,<p>Crafted in premium Matte Ribbed Knit with Crinkled Seersucker accents. This bikini top epitomizes anti-fashion statement luxury. Featuring color-blocking in Olive Drab and Burnt Terracotta. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"Matte Ribbed Knit bikini, luxury Olive Drab swimwear, architectural swimsuit, minimalist bikini top, independent fashion",TRUE,Color,Burnt Terracotta,Size,L,TWESSIE_NA_BT_0101-Burnt Terracotta-L,168.0,,10
