Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty
twessie-au-bb-0101,High-Cut Stone Gray Bikini Brief,<p>A statement piece in Crinkled Seersucker. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Stone Gray with Chalk White detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"Crinkled Seersucker bikini, luxury Stone Gray swimwear, high-end swimwear, architectural swimsuit, independent fashion",TRUE,Color,Stone Gray,Size,XS,TWESSIE_AU_BB_0101-Stone Gray-XS,168.0,,10
twessie-au-bb-0101,High-Cut Stone Gray Bikini Brief,<p>A statement piece in Crinkled Seersucker. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Stone Gray with Chalk White detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"Crinkled Seersucker bikini, luxury Stone Gray swimwear, high-end swimwear, architectural swimsuit, independent fashion",TRUE,Color,Stone Gray,Size,S,TWESSIE_AU_BB_0101-Stone Gray-S,168.0,,10
twessie-au-bb-0101,High-Cut Stone Gray Bikini Brief,<p>A statement piece in Crinkled Seersucker. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Stone Gray with Chalk White detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"Crinkled Seersucker bikini, luxury Stone Gray swimwear, high-end swimwear, architectural swimsuit, independent fashion",TRUE,Color,Stone Gray,Size,M,TWESSIE_AU_BB_0101-Stone Gray-M,168.0,,10
twessie-au-bb-0101,High-Cut Stone Gray Bikini Brief,<p>A statement piece in Crinkled Seersucker. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Stone Gray with Chalk White detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"Crinkled Seersucker bikini, luxury Stone Gray swimwear, high-end swimwear, architectural swimsuit, independent fashion",TRUE,Color,Stone Gray,Size,L,TWESSIE_AU_BB_0101-Stone Gray-L,168.0,,10
twessie-au-bb-0101,High-Cut Stone Gray Bikini Brief,<p>A statement piece in Crinkled Seersucker. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Stone Gray with Chalk White detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"Crinkled Seersucker bikini, luxury Stone Gray swimwear, high-end swimwear, architectural swimsuit, independent fashion",TRUE,Color,Stone Gray,Size,XL,TWESSIE_AU_BB_0101-Stone Gray-XL,168.0,,10
twessie-au-bb-0101,High-Cut Stone Gray Bikini Brief,<p>A statement piece in Crinkled Seersucker. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Stone Gray with Chalk White detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"Crinkled Seersucker bikini, luxury Stone Gray swimwear, high-end swimwear, architectural swimsuit, independent fashion",TRUE,Color,Stone Gray,Size,XXL,TWESSIE_AU_BB_0101-Stone Gray-XXL,168.0,,10
twessie-au-bb-0101,High-Cut Stone Gray Bikini Brief,<p>A statement piece in Crinkled Seersucker. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Stone Gray with Chalk White detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"Crinkled Seersucker bikini, luxury Stone Gray swimwear, high-end swimwear, architectural swimsuit, independent fashion",TRUE,Color,Chalk White,Size,XS,TWESSIE_AU_BB_0101-Chalk White-XS,168.0,,10
twessie-au-bb-0101,High-Cut Stone Gray Bikini Brief,<p>A statement piece in Crinkled Seersucker. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Stone Gray with Chalk White detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"Crinkled Seersucker bikini, luxury Stone Gray swimwear, high-end swimwear, architectural swimsuit, independent fashion",TRUE,Color,Chalk White,Size,S,TWESSIE_AU_BB_0101-Chalk White-S,168.0,,10
twessie-au-bb-0101,High-Cut Stone Gray Bikini Brief,<p>A statement piece in Crinkled Seersucker. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Stone Gray with Chalk White detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"Crinkled Seersucker bikini, luxury Stone Gray swimwear, high-end swimwear, architectural swimsuit, independent fashion",TRUE,Color,Chalk White,Size,M,TWESSIE_AU_BB_0101-Chalk White-M,168.0,,10
twessie-au-bb-0101,High-Cut Stone Gray Bikini Brief,<p>A statement piece in Crinkled Seersucker. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Stone Gray with Chalk White detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"Crinkled Seersucker bikini, luxury Stone Gray swimwear, high-end swimwear, architectural swimsuit, independent fashion",TRUE,Color,Chalk White,Size,L,TWESSIE_AU_BB_0101-Chalk White-L,168.0,,10
twessie-au-bb-0101,High-Cut Stone Gray Bikini Brief,<p>A statement piece in Crinkled Seersucker. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Stone Gray with Chalk White detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"Crinkled Seersucker bikini, luxury Stone Gray swimwear, high-end swimwear, architectural swimsuit, independent fashion",TRUE,Color,Chalk White,Size,XL,TWESSIE_AU_BB_0101-Chalk White-XL,168.0,,10
twessie-au-bb-0101,High-Cut Stone Gray Bikini Brief,<p>A statement piece in Crinkled Seersucker. This bikini bottom combines architectural elegance design with impeccable craftsmanship. Available in Stone Gray with Chalk White detailing. Not loud. Not obvious. Unmistakably Twessie.</p>,Twessie,Bikini Bottom,"Crinkled Seersucker bikini, luxury Stone Gray swimwear, high-end swimwear, architectural swimsuit, independent fashion",TRUE,Color,Chalk White,Size,XXL,TWESSIE_AU_BB_0101-Chalk White-XXL,168.0,,10
