Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty
twessie-au-bt-0101,Stone Gray Sculptural Crinkled Seersucker Bikini Top,<p>Crafted in premium Crinkled Seersucker with Econyl Sleek Satin accents. This bikini top epitomizes minimalist luxury luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"minimalist bikini top, high-end swimwear, Crinkled Seersucker bikini, minimalist luxury, architectural swimsuit",TRUE,Color,Stone Gray,Size,XS,TWESSIE_AU_BT_0101-Stone Gray-XS,168.0,,10
twessie-au-bt-0101,Stone Gray Sculptural Crinkled Seersucker Bikini Top,<p>Crafted in premium Crinkled Seersucker with Econyl Sleek Satin accents. This bikini top epitomizes minimalist luxury luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"minimalist bikini top, high-end swimwear, Crinkled Seersucker bikini, minimalist luxury, architectural swimsuit",TRUE,Color,Stone Gray,Size,S,TWESSIE_AU_BT_0101-Stone Gray-S,168.0,,10
twessie-au-bt-0101,Stone Gray Sculptural Crinkled Seersucker Bikini Top,<p>Crafted in premium Crinkled Seersucker with Econyl Sleek Satin accents. This bikini top epitomizes minimalist luxury luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"minimalist bikini top, high-end swimwear, Crinkled Seersucker bikini, minimalist luxury, architectural swimsuit",TRUE,Color,Stone Gray,Size,M,TWESSIE_AU_BT_0101-Stone Gray-M,168.0,,10
twessie-au-bt-0101,Stone Gray Sculptural Crinkled Seersucker Bikini Top,<p>Crafted in premium Crinkled Seersucker with Econyl Sleek Satin accents. This bikini top epitomizes minimalist luxury luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"minimalist bikini top, high-end swimwear, Crinkled Seersucker bikini, minimalist luxury, architectural swimsuit",TRUE,Color,Stone Gray,Size,L,TWESSIE_AU_BT_0101-Stone Gray-L,168.0,,10
twessie-au-bt-0101,Stone Gray Sculptural Crinkled Seersucker Bikini Top,<p>Crafted in premium Crinkled Seersucker with Econyl Sleek Satin accents. This bikini top epitomizes minimalist luxury luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"minimalist bikini top, high-end swimwear, Crinkled Seersucker bikini, minimalist luxury, architectural swimsuit",TRUE,Color,Stone Gray,Size,XL,TWESSIE_AU_BT_0101-Stone Gray-XL,168.0,,10
twessie-au-bt-0101,Stone Gray Sculptural Crinkled Seersucker Bikini Top,<p>Crafted in premium Crinkled Seersucker with Econyl Sleek Satin accents. This bikini top epitomizes minimalist luxury luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"minimalist bikini top, high-end swimwear, Crinkled Seersucker bikini, minimalist luxury, architectural swimsuit",TRUE,Color,Stone Gray,Size,XXL,TWESSIE_AU_BT_0101-Stone Gray-XXL,168.0,,10
twessie-au-bt-0101,Stone Gray Sculptural Crinkled Seersucker Bikini Top,<p>Crafted in premium Crinkled Seersucker with Econyl Sleek Satin accents. This bikini top epitomizes minimalist luxury luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"minimalist bikini top, high-end swimwear, Crinkled Seersucker bikini, minimalist luxury, architectural swimsuit",TRUE,Color,Chalk White,Size,XS,TWESSIE_AU_BT_0101-Chalk White-XS,168.0,,10
twessie-au-bt-0101,Stone Gray Sculptural Crinkled Seersucker Bikini Top,<p>Crafted in premium Crinkled Seersucker with Econyl Sleek Satin accents. This bikini top epitomizes minimalist luxury luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"minimalist bikini top, high-end swimwear, Crinkled Seersucker bikini, minimalist luxury, architectural swimsuit",TRUE,Color,Chalk White,Size,S,TWESSIE_AU_BT_0101-Chalk White-S,168.0,,10
twessie-au-bt-0101,Stone Gray Sculptural Crinkled Seersucker Bikini Top,<p>Crafted in premium Crinkled Seersucker with Econyl Sleek Satin accents. This bikini top epitomizes minimalist luxury luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"minimalist bikini top, high-end swimwear, Crinkled Seersucker bikini, minimalist luxury, architectural swimsuit",TRUE,Color,Chalk White,Size,M,TWESSIE_AU_BT_0101-Chalk White-M,168.0,,10
twessie-au-bt-0101,Stone Gray Sculptural Crinkled Seersucker Bikini Top,<p>Crafted in premium Crinkled Seersucker with Econyl Sleek Satin accents. This bikini top epitomizes minimalist luxury luxury. Featuring color-blocking in Stone Gray and Chalk White. Perfect for the discerning swimmer who refuses the obvious.</p>,Twessie,Bikini Top,"minimalist bikini top, high-end swimwear, Crinkled Seersucker bikini, minimalist luxury, architectural swimsuit",TRUE,Color,Chalk White,Size,L,TWESSIE_AU_BT_0101-Chalk White-L,168.0,,10
